"Notes","State","State Code","Year","Year Code","Age Group","Age Group Code","Cause of death","Cause of death Code",Deaths,Population,Crude Rate
,"Vermont","50","2005","2005","85+ years","85+","Unspecified renal failure","N19",11,10947,100.5 (Unreliable)
,"Vermont","50","2005","2005","85+ years","85+","Urinary tract infection, site not specified","N39.0",17,10947,155.3 (Unreliable)
,"Vermont","50","2005","2005","85+ years","85+","Senility","R54",10,10947,91.3 (Unreliable)
,"Vermont","50","2005","2005","85+ years","85+","Other fall on same level","W18",30,10947,274.0
,"Vermont","50","2006","2006","35-44 years","35-44","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",11,89295,12.3 (Unreliable)
,"Vermont","50","2006","2006","45-54 years","45-54","Bronchus or lung, unspecified - Malignant neoplasms","C34.9",27,103277,26.1
,"Vermont","50","2006","2006","45-54 years","45-54","Breast, unspecified - Malignant neoplasms","C50.9",13,103277,12.6 (Unreliable)
,"Vermont","50","2006","2006","45-54 years","45-54","Malignant neoplasm without specification of site","C80",10,103277,9.7 (Unreliable)
,"Vermont","50","2006","2006","45-54 years","45-54","Acute myocardial infarction, unspecified","I21.9",11,103277,10.7 (Unreliable)
,"Vermont","50","2006","2006","45-54 years","45-54","Atherosclerotic cardiovascular disease, so described","I25.0",30,103277,29.0
,"Vermont","50","2006","2006","55-64 years","55-64","Colon, unspecified - Malignant neoplasms","C18.9",13,78434,16.6 (Unreliable)
,"Vermont","50","2006","2006","55-64 years","55-64","Pancreas, unspecified - Malignant neoplasms","C25.9",15,78434,19.1 (Unreliable)
,"Vermont","50","2006","2006","55-64 years","55-64","Bronchus or lung, unspecified - Malignant neoplasms","C34.9",68,78434,86.7
,"Vermont","50","2006","2006","55-64 years","55-64","Breast, unspecified - Malignant neoplasms","C50.9",25,78434,31.9
,"Vermont","50","2006","2006","55-64 years","55-64","Malignant neoplasm without specification of site","C80",17,78434,21.7 (Unreliable)
,"Vermont","50","2006","2006","55-64 years","55-64","Unspecified diabetes mellitus, without complications","E14.9",19,78434,24.2 (Unreliable)
,"Vermont","50","2006","2006","55-64 years","55-64","Hypertensive heart disease without (congestive) heart failure","I11.9",11,78434,14.0 (Unreliable)
,"Vermont","50","2006","2006","55-64 years","55-64","Acute myocardial infarction, unspecified","I21.9",23,78434,29.3
,"Vermont","50","2006","2006","55-64 years","55-64","Atherosclerotic cardiovascular disease, so described","I25.0",43,78434,54.8
,"Vermont","50","2006","2006","55-64 years","55-64","Atherosclerotic heart disease","I25.1",18,78434,22.9 (Unreliable)
,"Vermont","50","2006","2006","55-64 years","55-64","Chronic obstructive pulmonary disease, unspecified","J44.9",28,78434,35.7
,"Vermont","50","2006","2006","65-74 years","65-74","Colon, unspecified - Malignant neoplasms","C18.9",20,42604,46.9
,"Vermont","50","2006","2006","65-74 years","65-74","Pancreas, unspecified - Malignant neoplasms","C25.9",14,42604,32.9 (Unreliable)
,"Vermont","50","2006","2006","65-74 years","65-74","Bronchus or lung, unspecified - Malignant neoplasms","C34.9",115,42604,269.9
,"Vermont","50","2006","2006","65-74 years","65-74","Breast, unspecified - Malignant neoplasms","C50.9",16,42604,37.6 (Unreliable)
,"Vermont","50","2006","2006","65-74 years","65-74","Malignant neoplasm of prostate","C61",10,42604,23.5 (Unreliable)
,"Vermont","50","2006","2006","65-74 years","65-74","Malignant neoplasm without specification of site","C80",15,42604,35.2 (Unreliable)
,"Vermont","50","2006","2006","65-74 years","65-74","Acute myeloid leukaemia - Malignant neoplasms","C92.0",10,42604,23.5 (Unreliable)
,"Vermont","50","2006","2006","65-74 years","65-74","Unspecified diabetes mellitus, without complications","E14.9",22,42604,51.6
,"Vermont","50","2006","2006","65-74 years","65-74","Acute myocardial infarction, unspecified","I21.9",45,42604,105.6
,"Vermont","50","2006","2006","65-74 years","65-74","Atherosclerotic cardiovascular disease, so described","I25.0",37,42604,86.8
,"Vermont","50","2006","2006","65-74 years","65-74","Atherosclerotic heart disease","I25.1",43,42604,100.9
,"Vermont","50","2006","2006","65-74 years","65-74","Stroke, not specified as haemorrhage or infarction","I64",13,42604,30.5 (Unreliable)
,"Vermont","50","2006","2006","65-74 years","65-74","Chronic obstructive pulmonary disease, unspecified","J44.9",49,42604,115.0
,"Vermont","50","2006","2006","75-84 years","75-84","Oesophagus, unspecified - Malignant neoplasms","C15.9",14,28873,48.5 (Unreliable)
,"Vermont","50","2006","2006","75-84 years","75-84","Colon, unspecified - Malignant neoplasms","C18.9",29,28873,100.4
,"Vermont","50","2006","2006","75-84 years","75-84","Pancreas, unspecified - Malignant neoplasms","C25.9",20,28873,69.3
,"Vermont","50","2006","2006","75-84 years","75-84","Bronchus or lung, unspecified - Malignant neoplasms","C34.9",88,28873,304.8
,"Vermont","50","2006","2006","75-84 years","75-84","Breast, unspecified - Malignant neoplasms","C50.9",13,28873,45.0 (Unreliable)
,"Vermont","50","2006","2006","75-84 years","75-84","Malignant neoplasm of prostate","C61",21,28873,72.7
,"Vermont","50","2006","2006","75-84 years","75-84","Bladder, unspecified - Malignant neoplasms","C67.9",15,28873,52.0 (Unreliable)
,"Vermont","50","2006","2006","75-84 years","75-84","Malignant neoplasm without specification of site","C80",21,28873,72.7
,"Vermont","50","2006","2006","75-84 years","75-84","Non-Hodgkin lymphoma, unspecified type","C85.9",10,28873,34.6 (Unreliable)
,"Vermont","50","2006","2006","75-84 years","75-84","Non-insulin-dependent diabetes mellitus, without complications","E11.9",16,28873,55.4 (Unreliable)
,"Vermont","50","2006","2006","75-84 years","75-84","Unspecified diabetes mellitus, without complications","E14.9",20,28873,69.3
,"Vermont","50","2006","2006","75-84 years","75-84","Unspecified dementia","F03",45,28873,155.9
,"Vermont","50","2006","2006","75-84 years","75-84","Parkinson disease","G20",22,28873,76.2
,"Vermont","50","2006","2006","75-84 years","75-84","Alzheimer disease, unspecified","G30.9",55,28873,190.5
,"Vermont","50","2006","2006","75-84 years","75-84","Acute myocardial infarction, unspecified","I21.9",84,28873,290.9
,"Vermont","50","2006","2006","75-84 years","75-84","Atherosclerotic cardiovascular disease, so described","I25.0",66,28873,228.6
,"Vermont","50","2006","2006","75-84 years","75-84","Atherosclerotic heart disease","I25.1",95,28873,329.0
,"Vermont","50","2006","2006","75-84 years","75-84","Ischaemic cardiomyopathy","I25.5",11,28873,38.1 (Unreliable)
,"Vermont","50","2006","2006","75-84 years","75-84","Aortic (valve) stenosis","I35.0",15,28873,52.0 (Unreliable)
,"Vermont","50","2006","2006","75-84 years","75-84","Cardiomyopathy, unspecified","I42.9",10,28873,34.6 (Unreliable)
,"Vermont","50","2006","2006","75-84 years","75-84","Congestive heart failure","I50.0",16,28873,55.4 (Unreliable)
,"Vermont","50","2006","2006","75-84 years","75-84","Intracerebral haemorrhage, unspecified","I61.9",17,28873,58.9 (Unreliable)
,"Vermont","50","2006","2006","75-84 years","75-84","Stroke, not specified as haemorrhage or infarction","I64",47,28873,162.8
,"Vermont","50","2006","2006","75-84 years","75-84","Pneumonia, unspecified","J18.9",11,28873,38.1 (Unreliable)
,"Vermont","50","2006","2006","75-84 years","75-84","Emphysema, unspecified","J43.9",17,28873,58.9 (Unreliable)
,"Vermont","50","2006","2006","75-84 years","75-84","Chronic obstructive pulmonary disease, unspecified","J44.9",120,28873,415.6
,"Vermont","50","2006","2006","75-84 years","75-84","Pneumonitis due to food and vomit","J69.0",12,28873,41.6 (Unreliable)
,"Vermont","50","2006","2006","75-84 years","75-84","Other interstitial pulmonary diseases with fibrosis","J84.1",13,28873,45.0 (Unreliable)
,"Vermont","50","2006","2006","75-84 years","75-84","Other and unspecified cirrhosis of liver","K74.6",10,28873,34.6 (Unreliable)
,"Vermont","50","2006","2006","75-84 years","75-84","Urinary tract infection, site not specified","N39.0",12,28873,41.6 (Unreliable)
,"Vermont","50","2006","2006","75-84 years","75-84","Other fall on same level","W18",15,28873,52.0 (Unreliable)
,"Vermont","50","2006","2006","85+ years","85+","Colon, unspecified - Malignant neoplasms","C18.9",27,11410,236.6
,"Vermont","50","2006","2006","85+ years","85+","Bronchus or lung, unspecified - Malignant neoplasms","C34.9",41,11410,359.3
,"Vermont","50","2006","2006","85+ years","85+","Breast, unspecified - Malignant neoplasms","C50.9",24,11410,210.3
,"Vermont","50","2006","2006","85+ years","85+","Malignant neoplasm of prostate","C61",21,11410,184.0
,"Vermont","50","2006","2006","85+ years","85+","Bladder, unspecified - Malignant neoplasms","C67.9",11,11410,96.4 (Unreliable)
,"Vermont","50","2006","2006","85+ years","85+","Unspecified diabetes mellitus, without complications","E14.9",18,11410,157.8 (Unreliable)
,"Vermont","50","2006","2006","85+ years","85+","Vascular dementia, unspecified","F01.9",15,11410,131.5 (Unreliable)
,"Vermont","50","2006","2006","85+ years","85+","Unspecified dementia","F03",110,11410,964.1
,"Vermont","50","2006","2006","85+ years","85+","Parkinson disease","G20",22,11410,192.8
,"Vermont","50","2006","2006","85+ years","85+","Alzheimer disease, unspecified","G30.9",120,11410,1051.7
,"Vermont","50","2006","2006","85+ years","85+","Essential (primary) hypertension","I10",12,11410,105.2 (Unreliable)
,"Vermont","50","2006","2006","85+ years","85+","Hypertensive heart disease with (congestive) heart failure","I11.0",13,11410,113.9 (Unreliable)
,"Vermont","50","2006","2006","85+ years","85+","Acute myocardial infarction, unspecified","I21.9",86,11410,753.7
,"Vermont","50","2006","2006","85+ years","85+","Atherosclerotic cardiovascular disease, so described","I25.0",85,11410,745.0
,"Vermont","50","2006","2006","85+ years","85+","Atherosclerotic heart disease","I25.1",144,11410,1262.1
,"Vermont","50","2006","2006","85+ years","85+","Ischaemic cardiomyopathy","I25.5",10,11410,87.6 (Unreliable)
,"Vermont","50","2006","2006","85+ years","85+","Aortic (valve) stenosis","I35.0",29,11410,254.2
,"Vermont","50","2006","2006","85+ years","85+","Atrial fibrillation and flutter","I48",25,11410,219.1
,"Vermont","50","2006","2006","85+ years","85+","Congestive heart failure","I50.0",47,11410,411.9
,"Vermont","50","2006","2006","85+ years","85+","Stroke, not specified as haemorrhage or infarction","I64",70,11410,613.5
,"Vermont","50","2006","2006","85+ years","85+","Sequelae of stroke, not specified as haemorrhage or infarction","I69.4",16,11410,140.2 (Unreliable)
,"Vermont","50","2006","2006","85+ years","85+","Sequelae of other and unspecified cerebrovascular diseases","I69.8",16,11410,140.2 (Unreliable)
,"Vermont","50","2006","2006","85+ years","85+","Pneumonia, unspecified","J18.9",39,11410,341.8
,"Vermont","50","2006","2006","85+ years","85+","Chronic obstructive pulmonary disease, unspecified","J44.9",62,11410,543.4
,"Vermont","50","2006","2006","85+ years","85+","Pneumonitis due to food and vomit","J69.0",23,11410,201.6
,"Vermont","50","2006","2006","85+ years","85+","Gastrointestinal haemorrhage, unspecified","K92.2",12,11410,105.2 (Unreliable)
,"Vermont","50","2006","2006","85+ years","85+","Unspecified renal failure","N19",13,11410,113.9 (Unreliable)
,"Vermont","50","2006","2006","85+ years","85+","Urinary tract infection, site not specified","N39.0",14,11410,122.7 (Unreliable)
,"Vermont","50","2006","2006","85+ years","85+","Other fall on same level","W18",31,11410,271.7
,"Vermont","50","2006","2006","85+ years","85+","Exposure to unspecified factor","X59",10,11410,87.6 (Unreliable)
,"Vermont","50","2007","2007","35-44 years","35-44","Bronchus or lung, unspecified - Malignant neoplasms","C34.9",13,86527,15.0 (Unreliable)
,"Vermont","50","2007","2007","45-54 years","45-54","Bronchus or lung, unspecified - Malignant neoplasms","C34.9",41,103671,39.5
,"Vermont","50","2007","2007","45-54 years","45-54","Breast, unspecified - Malignant neoplasms","C50.9",22,103671,21.2
,"Vermont","50","2007","2007","45-54 years","45-54","Acute myocardial infarction, unspecified","I21.9",10,103671,9.6 (Unreliable)
,"Vermont","50","2007","2007","45-54 years","45-54","Atherosclerotic cardiovascular disease, so described","I25.0",25,103671,24.1
,"Vermont","50","2007","2007","55-64 years","55-64","Colon, unspecified - Malignant neoplasms","C18.9",14,81761,17.1 (Unreliable)
,"Vermont","50","2007","2007","55-64 years","55-64","Pancreas, unspecified - Malignant neoplasms","C25.9",11,81761,13.5 (Unreliable)
,"Vermont","50","2007","2007","55-64 years","55-64","Bronchus or lung, unspecified - Malignant neoplasms","C34.9",88,81761,107.6
,"Vermont","50","2007","2007","55-64 years","55-64","Breast, unspecified - Malignant neoplasms","C50.9",21,81761,25.7
,"Vermont","50","2007","2007","55-64 years","55-64","Acute myocardial infarction, unspecified","I21.9",17,81761,20.8 (Unreliable)
,"Vermont","50","2007","2007","55-64 years","55-64","Atherosclerotic cardiovascular disease, so described","I25.0",48,81761,58.7
,"Vermont","50","2007","2007","55-64 years","55-64","Atherosclerotic heart disease","I25.1",18,81761,22.0 (Unreliable)
,"Vermont","50","2007","2007","55-64 years","55-64","Chronic obstructive pulmonary disease, unspecified","J44.9",19,81761,23.2 (Unreliable)
,"Vermont","50","2007","2007","55-64 years","55-64","Alcoholic cirrhosis of liver","K70.3",11,81761,13.5 (Unreliable)
,"Vermont","50","2007","2007","65-74 years","65-74","Oesophagus, unspecified - Malignant neoplasms","C15.9",12,43884,27.3 (Unreliable)
,"Vermont","50","2007","2007","65-74 years","65-74","Colon, unspecified - Malignant neoplasms","C18.9",22,43884,50.1
,"Vermont","50","2007","2007","65-74 years","65-74","Pancreas, unspecified - Malignant neoplasms","C25.9",22,43884,50.1
,"Vermont","50","2007","2007","65-74 years","65-74","Bronchus or lung, unspecified - Malignant neoplasms","C34.9",109,43884,248.4
,"Vermont","50","2007","2007","65-74 years","65-74","Breast, unspecified - Malignant neoplasms","C50.9",18,43884,41.0 (Unreliable)
,"Vermont","50","2007","2007","65-74 years","65-74","Brain, unspecified - Malignant neoplasms","C71.9",12,43884,27.3 (Unreliable)
,"Vermont","50","2007","2007","65-74 years","65-74","Malignant neoplasm without specification of site","C80",23,43884,52.4
,"Vermont","50","2007","2007","65-74 years","65-74","Non-insulin-dependent diabetes mellitus, without complications","E11.9",12,43884,27.3 (Unreliable)
,"Vermont","50","2007","2007","65-74 years","65-74","Unspecified diabetes mellitus, without complications","E14.9",20,43884,45.6
,"Vermont","50","2007","2007","65-74 years","65-74","Acute myocardial infarction, unspecified","I21.9",37,43884,84.3
,"Vermont","50","2007","2007","65-74 years","65-74","Atherosclerotic cardiovascular disease, so described","I25.0",42,43884,95.7
,"Vermont","50","2007","2007","65-74 years","65-74","Atherosclerotic heart disease","I25.1",31,43884,70.6
,"Vermont","50","2007","2007","65-74 years","65-74","Stroke, not specified as haemorrhage or infarction","I64",13,43884,29.6 (Unreliable)
,"Vermont","50","2007","2007","65-74 years","65-74","Emphysema, unspecified","J43.9",10,43884,22.8 (Unreliable)
,"Vermont","50","2007","2007","65-74 years","65-74","Chronic obstructive pulmonary disease, unspecified","J44.9",60,43884,136.7
,"Vermont","50","2007","2007","75-84 years","75-84","Oesophagus, unspecified - Malignant neoplasms","C15.9",11,29061,37.9 (Unreliable)
,"Vermont","50","2007","2007","75-84 years","75-84","Colon, unspecified - Malignant neoplasms","C18.9",24,29061,82.6
,"Vermont","50","2007","2007","75-84 years","75-84","Pancreas, unspecified - Malignant neoplasms","C25.9",25,29061,86.0
,"Vermont","50","2007","2007","75-84 years","75-84","Bronchus or lung, unspecified - Malignant neoplasms","C34.9",106,29061,364.8
,"Vermont","50","2007","2007","75-84 years","75-84","Breast, unspecified - Malignant neoplasms","C50.9",19,29061,65.4 (Unreliable)
,"Vermont","50","2007","2007","75-84 years","75-84","Malignant neoplasm of ovary","C56",11,29061,37.9 (Unreliable)
,"Vermont","50","2007","2007","75-84 years","75-84","Malignant neoplasm of prostate","C61",14,29061,48.2 (Unreliable)
,"Vermont","50","2007","2007","75-84 years","75-84","Bladder, unspecified - Malignant neoplasms","C67.9",14,29061,48.2 (Unreliable)
