Notes,State,State Code,ICD Chapter,ICD Chapter Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
,Iowa,19,External causes of morbidity and mortality,V01-Y89,Intentional self-harm by other and unspecified firearm discharge,X74,33,2917634,1.1
,Iowa,19,External causes of morbidity and mortality,V01-Y89,Assault by handgun discharge,X93,11,2917634,0.4 (Unreliable)
,Iowa,19,External causes of morbidity and mortality,V01-Y89,Assault by other and unspecified firearm discharge,X95,10,2917634,0.3 (Unreliable)
,Iowa,19,External causes of morbidity and mortality,V01-Y89,Assault by sharp object,X99,12,2917634,0.4 (Unreliable)
,Kansas,20,Certain infectious and parasitic diseases,A00-B99,Septicaemia due to other Gram-negative organisms,A41.5,12,2678338,0.4 (Unreliable)
,Kansas,20,Certain infectious and parasitic diseases,A00-B99,"Septicaemia, unspecified",A41.9,232,2678338,8.7
,Kansas,20,Certain infectious and parasitic diseases,A00-B99,Acute hepatitis C,B17.1,13,2678338,0.5 (Unreliable)
,Kansas,20,Certain infectious and parasitic diseases,A00-B99,Chronic viral hepatitis C,B18.2,21,2678338,0.8
,Kansas,20,Neoplasms,C00-D48,"Tongue, unspecified - Malignant neoplasms",C02.9,13,2678338,0.5 (Unreliable)
,Kansas,20,Neoplasms,C00-D48,"Mouth, unspecified - Malignant neoplasms",C06.9,11,2678338,0.4 (Unreliable)
,Kansas,20,Neoplasms,C00-D48,"Pharynx, unspecified - Malignant neoplasms",C14.0,11,2678338,0.4 (Unreliable)
,Kansas,20,Neoplasms,C00-D48,"Oesophagus, unspecified - Malignant neoplasms",C15.9,129,2678338,4.8
,Kansas,20,Neoplasms,C00-D48,Cardia - Malignant neoplasms,C16.0,11,2678338,0.4 (Unreliable)
,Kansas,20,Neoplasms,C00-D48,"Stomach, unspecified - Malignant neoplasms",C16.9,89,2678338,3.3
,Kansas,20,Neoplasms,C00-D48,"Colon, unspecified - Malignant neoplasms",C18.9,494,2678338,18.4
,Kansas,20,Neoplasms,C00-D48,Malignant neoplasm of rectosigmoid junction,C19,22,2678338,0.8
,Kansas,20,Neoplasms,C00-D48,Malignant neoplasm of rectum,C20,54,2678338,2.0
,Kansas,20,Neoplasms,C00-D48,Liver cell carcinoma - Malignant neoplasms,C22.0,38,2678338,1.4
,Kansas,20,Neoplasms,C00-D48,Intrahepatic bile duct carcinoma - Malignant neoplasms,C22.1,23,2678338,0.9
,Kansas,20,Neoplasms,C00-D48,"Liver, unspecified - Malignant neoplasms",C22.9,43,2678338,1.6
,Kansas,20,Neoplasms,C00-D48,Malignant neoplasm of gallbladder,C23,18,2678338,0.7 (Unreliable)
,Kansas,20,Neoplasms,C00-D48,Extrahepatic bile duct - Malignant neoplasms,C24.0,12,2678338,0.4 (Unreliable)
,Kansas,20,Neoplasms,C00-D48,"Pancreas, unspecified - Malignant neoplasms",C25.9,302,2678338,11.3
,Kansas,20,Neoplasms,C00-D48,"Larynx, unspecified - Malignant neoplasms",C32.9,28,2678338,1.0
,Kansas,20,Neoplasms,C00-D48,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,1468,2678338,54.8
,Kansas,20,Neoplasms,C00-D48,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,79,2678338,2.9
,Kansas,20,Neoplasms,C00-D48,Skin of scalp and neck - Malignant neoplasms,C44.4,12,2678338,0.4 (Unreliable)
,Kansas,20,Neoplasms,C00-D48,"Mesothelioma, unspecified - Malignant neoplasms",C45.9,14,2678338,0.5 (Unreliable)
,Kansas,20,Neoplasms,C00-D48,"Connective and soft tissue, unspecified - Malignant neoplasms",C49.9,26,2678338,1.0
,Kansas,20,Neoplasms,C00-D48,"Breast, unspecified - Malignant neoplasms",C50.9,392,2678338,14.6
,Kansas,20,Neoplasms,C00-D48,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,27,2678338,1.0
,Kansas,20,Neoplasms,C00-D48,Endometrium - Malignant neoplasms,C54.1,37,2678338,1.4
,Kansas,20,Neoplasms,C00-D48,"Malignant neoplasm of uterus, part unspecified",C55,34,2678338,1.3
,Kansas,20,Neoplasms,C00-D48,Malignant neoplasm of ovary,C56,138,2678338,5.2
,Kansas,20,Neoplasms,C00-D48,Malignant neoplasm of prostate,C61,314,2678338,11.7
,Kansas,20,Neoplasms,C00-D48,"Malignant neoplasm of kidney, except renal pelvis",C64,102,2678338,3.8
,Kansas,20,Neoplasms,C00-D48,"Bladder, unspecified - Malignant neoplasms",C67.9,105,2678338,3.9
,Kansas,20,Neoplasms,C00-D48,"Brain, unspecified - Malignant neoplasms",C71.9,127,2678338,4.7
,Kansas,20,Neoplasms,C00-D48,Malignant neoplasm of thyroid gland,C73,13,2678338,0.5 (Unreliable)
,Kansas,20,Neoplasms,C00-D48,"Head, face and neck - Malignant neoplasms",C76.0,21,2678338,0.8
,Kansas,20,Neoplasms,C00-D48,Abdomen - Malignant neoplasms,C76.2,22,2678338,0.8
,Kansas,20,Neoplasms,C00-D48,Secondary malignant neoplasm of lung - Malignant neoplasms,C78.0,12,2678338,0.4 (Unreliable)
,Kansas,20,Neoplasms,C00-D48,Secondary malignant neoplasm of liver - Malignant neoplasms,C78.7,16,2678338,0.6 (Unreliable)
,Kansas,20,Neoplasms,C00-D48,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,C79.8,13,2678338,0.5 (Unreliable)
,Kansas,20,Neoplasms,C00-D48,Malignant neoplasm without specification of site,C80,206,2678338,7.7
,Kansas,20,Neoplasms,C00-D48,"Hodgkin disease, unspecified",C81.9,21,2678338,0.8
,Kansas,20,Neoplasms,C00-D48,Non-Hodgkin lymphoma large cell (diffuse),C83.3,11,2678338,0.4 (Unreliable)
,Kansas,20,Neoplasms,C00-D48,"Non-Hodgkin lymphoma, unspecified type",C85.9,198,2678338,7.4
,Kansas,20,Neoplasms,C00-D48,Multiple myeloma - Malignant neoplasms,C90.0,96,2678338,3.6
,Kansas,20,Neoplasms,C00-D48,Acute lymphoblastic leukaemia - Malignant neoplasms,C91.0,23,2678338,0.9
,Kansas,20,Neoplasms,C00-D48,Chronic lymphocytic leukaemia - Malignant neoplasms,C91.1,53,2678338,2.0
,Kansas,20,Neoplasms,C00-D48,Acute myeloid leukaemia - Malignant neoplasms,C92.0,65,2678338,2.4
,Kansas,20,Neoplasms,C00-D48,Chronic myeloid leukaemia - Malignant neoplasms,C92.1,13,2678338,0.5 (Unreliable)
,Kansas,20,Neoplasms,C00-D48,Acute leukaemia of unspecified cell type - Malignant neoplasms,C95.0,17,2678338,0.6 (Unreliable)
,Kansas,20,Neoplasms,C00-D48,"Leukaemia, unspecified - Malignant neoplasms",C95.9,24,2678338,0.9
,Kansas,20,Neoplasms,C00-D48,Malignant neoplasms of independent (primary) multiple sites,C97,56,2678338,2.1
,Kansas,20,Neoplasms,C00-D48,"Brain, unspecified - Uncertain neoplasms",D43.2,20,2678338,0.7
,Kansas,20,Neoplasms,C00-D48,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",D46.9,47,2678338,1.8
,Kansas,20,Neoplasms,C00-D48,Chronic myeloproliferative disease - Uncertain neoplasms,D47.1,11,2678338,0.4 (Unreliable)
,Kansas,20,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,"Aplastic anaemia, unspecified",D61.9,27,2678338,1.0
,Kansas,20,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,"Anaemia, unspecified",D64.9,36,2678338,1.3
,Kansas,20,"Endocrine, nutritional and metabolic diseases",E00-E88,"Insulin-dependent diabetes mellitus, with peripheral circulatory complications",E10.5,15,2678338,0.6 (Unreliable)
,Kansas,20,"Endocrine, nutritional and metabolic diseases",E00-E88,"Insulin-dependent diabetes mellitus, without complications",E10.9,95,2678338,3.5
,Kansas,20,"Endocrine, nutritional and metabolic diseases",E00-E88,"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications",E11.5,14,2678338,0.5 (Unreliable)
,Kansas,20,"Endocrine, nutritional and metabolic diseases",E00-E88,"Non-insulin-dependent diabetes mellitus, without complications",E11.9,105,2678338,3.9
,Kansas,20,"Endocrine, nutritional and metabolic diseases",E00-E88,"Unspecified diabetes mellitus, with ketoacidosis",E14.1,20,2678338,0.7
,Kansas,20,"Endocrine, nutritional and metabolic diseases",E00-E88,"Unspecified diabetes mellitus, with renal complications",E14.2,10,2678338,0.4 (Unreliable)
,Kansas,20,"Endocrine, nutritional and metabolic diseases",E00-E88,"Unspecified diabetes mellitus, with peripheral circulatory complications",E14.5,54,2678338,2.0
,Kansas,20,"Endocrine, nutritional and metabolic diseases",E00-E88,"Unspecified diabetes mellitus, without complications",E14.9,307,2678338,11.5
,Kansas,20,"Endocrine, nutritional and metabolic diseases",E00-E88,Unspecified protein-energy malnutrition,E46,63,2678338,2.4
,Kansas,20,"Endocrine, nutritional and metabolic diseases",E00-E88,Other obesity,E66.8,12,2678338,0.4 (Unreliable)
,Kansas,20,"Endocrine, nutritional and metabolic diseases",E00-E88,"Obesity, unspecified",E66.9,10,2678338,0.4 (Unreliable)
,Kansas,20,"Endocrine, nutritional and metabolic diseases",E00-E88,Pure hypercholesterolaemia,E78.0,17,2678338,0.6 (Unreliable)
,Kansas,20,"Endocrine, nutritional and metabolic diseases",E00-E88,"Hyperlipidaemia, unspecified",E78.5,14,2678338,0.5 (Unreliable)
,Kansas,20,"Endocrine, nutritional and metabolic diseases",E00-E88,Volume depletion,E86,57,2678338,2.1
,Kansas,20,"Endocrine, nutritional and metabolic diseases",E00-E88,"Other disorders of electrolyte and fluid balance, not elsewhere classified",E87.8,10,2678338,0.4 (Unreliable)
,Kansas,20,Mental and behavioural disorders,F01-F99,Unspecified dementia,F03,419,2678338,15.6
,Kansas,20,Mental and behavioural disorders,F01-F99,Unspecified mental disorder due to brain damage and dysfunction and to physical disease,F06.9,25,2678338,0.9
,Kansas,20,Mental and behavioural disorders,F01-F99,"Mental and behavioural disorders due to use of alcohol, dependence syndrome",F10.2,19,2678338,0.7 (Unreliable)
,Kansas,20,Mental and behavioural disorders,F01-F99,"Depressive episode, unspecified",F32.9,12,2678338,0.4 (Unreliable)
,Kansas,20,Diseases of the nervous system,G00-G98,Motor neuron disease,G12.2,65,2678338,2.4
,Kansas,20,Diseases of the nervous system,G00-G98,Parkinson disease,G20,170,2678338,6.3
,Kansas,20,Diseases of the nervous system,G00-G98,Alzheimer disease with late onset,G30.1,14,2678338,0.5 (Unreliable)
,Kansas,20,Diseases of the nervous system,G00-G98,"Alzheimer disease, unspecified",G30.9,496,2678338,18.5
,Kansas,20,Diseases of the nervous system,G00-G98,Multiple sclerosis,G35,23,2678338,0.9
,Kansas,20,Diseases of the nervous system,G00-G98,"Infantile cerebral palsy, unspecified",G80.9,15,2678338,0.6 (Unreliable)
,Kansas,20,Diseases of the nervous system,G00-G98,"Anoxic brain damage, not elsewhere classified",G93.1,50,2678338,1.9
,Kansas,20,Diseases of the nervous system,G00-G98,"Disorder of brain, unspecified",G93.9,19,2678338,0.7 (Unreliable)
,Kansas,20,Diseases of the circulatory system,I00-I99,Essential (primary) hypertension,I10,94,2678338,3.5
,Kansas,20,Diseases of the circulatory system,I00-I99,Hypertensive heart disease with (congestive) heart failure,I11.0,64,2678338,2.4
,Kansas,20,Diseases of the circulatory system,I00-I99,Hypertensive heart disease without (congestive) heart failure,I11.9,57,2678338,2.1
,Kansas,20,Diseases of the circulatory system,I00-I99,Hypertensive renal disease with renal failure,I12.0,62,2678338,2.3
,Kansas,20,Diseases of the circulatory system,I00-I99,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure,I13.2,20,2678338,0.7
,Kansas,20,Diseases of the circulatory system,I00-I99,"Acute myocardial infarction, unspecified",I21.9,1893,2678338,70.7
,Kansas,20,Diseases of the circulatory system,I00-I99,"Acute ischaemic heart disease, unspecified",I24.9,10,2678338,0.4 (Unreliable)
,Kansas,20,Diseases of the circulatory system,I00-I99,"Atherosclerotic cardiovascular disease, so described",I25.0,390,2678338,14.6
,Kansas,20,Diseases of the circulatory system,I00-I99,Atherosclerotic heart disease,I25.1,2078,2678338,77.6
,Kansas,20,Diseases of the circulatory system,I00-I99,Ischaemic cardiomyopathy,I25.5,133,2678338,5.0
,Kansas,20,Diseases of the circulatory system,I00-I99,Other forms of chronic ischaemic heart disease,I25.8,12,2678338,0.4 (Unreliable)
,Kansas,20,Diseases of the circulatory system,I00-I99,"Chronic ischaemic heart disease, unspecified",I25.9,94,2678338,3.5
,Kansas,20,Diseases of the circulatory system,I00-I99,Pulmonary embolism without mention of acute cor pulmonale,I26.9,109,2678338,4.1
,Kansas,20,Diseases of the circulatory system,I00-I99,Primary pulmonary hypertension,I27.0,23,2678338,0.9
,Kansas,20,Diseases of the circulatory system,I00-I99,"Pulmonary heart disease, unspecified",I27.9,13,2678338,0.5 (Unreliable)
,Kansas,20,Diseases of the circulatory system,I00-I99,Acute and subacute infective endocarditis,I33.0,13,2678338,0.5 (Unreliable)
,Kansas,20,Diseases of the circulatory system,I00-I99,Mitral (valve) insufficiency,I34.0,21,2678338,0.8
,Kansas,20,Diseases of the circulatory system,I00-I99,Aortic (valve) stenosis,I35.0,119,2678338,4.4
,Kansas,20,Diseases of the circulatory system,I00-I99,"Endocarditis, valve unspecified",I38,45,2678338,1.7
,Kansas,20,Diseases of the circulatory system,I00-I99,Dilated cardiomyopathy,I42.0,56,2678338,2.1
,Kansas,20,Diseases of the circulatory system,I00-I99,Other hypertrophic cardiomyopathy,I42.2,13,2678338,0.5 (Unreliable)
,Kansas,20,Diseases of the circulatory system,I00-I99,"Cardiomyopathy, unspecified",I42.9,191,2678338,7.1
,Kansas,20,Diseases of the circulatory system,I00-I99,"Sudden cardiac death, so described",I46.1,74,2678338,2.8
,Kansas,20,Diseases of the circulatory system,I00-I99,"Cardiac arrest, unspecified",I46.9,287,2678338,10.7
,Kansas,20,Diseases of the circulatory system,I00-I99,Atrial fibrillation and flutter,I48,105,2678338,3.9
,Kansas,20,Diseases of the circulatory system,I00-I99,Ventricular fibrillation and flutter,I49.0,14,2678338,0.5 (Unreliable)
,Kansas,20,Diseases of the circulatory system,I00-I99,"Cardiac arrhythmia, unspecified",I49.9,121,2678338,4.5
,Kansas,20,Diseases of the circulatory system,I00-I99,Congestive heart failure,I50.0,789,2678338,29.5
,Kansas,20,Diseases of the circulatory system,I00-I99,"Heart failure, unspecified",I50.9,55,2678338,2.1
,Kansas,20,Diseases of the circulatory system,I00-I99,"Cardiovascular disease, unspecified",I51.6,26,2678338,1.0
,Kansas,20,Diseases of the circulatory system,I00-I99,Other ill-defined heart diseases,I51.8,13,2678338,0.5 (Unreliable)
,Kansas,20,Diseases of the circulatory system,I00-I99,"Heart disease, unspecified",I51.9,18,2678338,0.7 (Unreliable)
,Kansas,20,Diseases of the circulatory system,I00-I99,"Subarachnoid haemorrhage, unspecified",I60.9,58,2678338,2.2
,Kansas,20,Diseases of the circulatory system,I00-I99,Intracerebral haemorrhage in cerebellum,I61.4,10,2678338,0.4 (Unreliable)
,Kansas,20,Diseases of the circulatory system,I00-I99,"Intracerebral haemorrhage, unspecified",I61.9,201,2678338,7.5
,Kansas,20,Diseases of the circulatory system,I00-I99,"Intracranial haemorrhage (nontraumatic), unspecified",I62.9,39,2678338,1.5
,Kansas,20,Diseases of the circulatory system,I00-I99,Cerebral infarction due to thrombosis of cerebral arteries,I63.3,38,2678338,1.4
,Kansas,20,Diseases of the circulatory system,I00-I99,Cerebral infarction due to embolism of cerebral arteries,I63.4,10,2678338,0.4 (Unreliable)
,Kansas,20,Diseases of the circulatory system,I00-I99,"Cerebral infarction, unspecified",I63.9,72,2678338,2.7
,Kansas,20,Diseases of the circulatory system,I00-I99,"Stroke, not specified as haemorrhage or infarction",I64,1068,2678338,39.9
,Kansas,20,Diseases of the circulatory system,I00-I99,Cerebral atherosclerosis,I67.2,11,2678338,0.4 (Unreliable)
,Kansas,20,Diseases of the circulatory system,I00-I99,Other specified cerebrovascular diseases,I67.8,17,2678338,0.6 (Unreliable)
,Kansas,20,Diseases of the circulatory system,I00-I99,"Cerebrovascular disease, unspecified",I67.9,72,2678338,2.7
,Kansas,20,Diseases of the circulatory system,I00-I99,"Sequelae of stroke, not specified as haemorrhage or infarction",I69.4,78,2678338,2.9
,Kansas,20,Diseases of the circulatory system,I00-I99,Sequelae of other and unspecified cerebrovascular diseases,I69.8,113,2678338,4.2
,Kansas,20,Diseases of the circulatory system,I00-I99,Generalized and unspecified atherosclerosis,I70.9,336,2678338,12.5
,Kansas,20,Diseases of the circulatory system,I00-I99,Dissection of aorta [any part],I71.0,45,2678338,1.7
,Kansas,20,Diseases of the circulatory system,I00-I99,"Thoracic aortic aneurysm, ruptured",I71.1,13,2678338,0.5 (Unreliable)
,Kansas,20,Diseases of the circulatory system,I00-I99,"Abdominal aortic aneurysm, ruptured",I71.3,59,2678338,2.2
,Kansas,20,Diseases of the circulatory system,I00-I99,"Abdominal aortic aneurysm, without mention of rupture",I71.4,25,2678338,0.9
,Kansas,20,Diseases of the circulatory system,I00-I99,"Aortic aneurysm of unspecified site, ruptured",I71.8,23,2678338,0.9
,Kansas,20,Diseases of the circulatory system,I00-I99,"Aortic aneurysm of unspecified site, without mention of rupture",I71.9,12,2678338,0.4 (Unreliable)
,Kansas,20,Diseases of the circulatory system,I00-I99,"Peripheral vascular disease, unspecified",I73.9,77,2678338,2.9
,Kansas,20,Diseases of the circulatory system,I00-I99,Phlebitis and thrombophlebitis of other deep vessels of lower extremities,I80.2,15,2678338,0.6 (Unreliable)
,Kansas,20,Diseases of the respiratory system,J00-J98,Pneumonia due to staphylococcus,J15.2,10,2678338,0.4 (Unreliable)
,Kansas,20,Diseases of the respiratory system,J00-J98,"Bacterial pneumonia, unspecified",J15.9,13,2678338,0.5 (Unreliable)
,Kansas,20,Diseases of the respiratory system,J00-J98,"Bronchopneumonia, unspecified",J18.0,13,2678338,0.5 (Unreliable)
,Kansas,20,Diseases of the respiratory system,J00-J98,"Lobar pneumonia, unspecified",J18.1,13,2678338,0.5 (Unreliable)
,Kansas,20,Diseases of the respiratory system,J00-J98,"Pneumonia, unspecified",J18.9,592,2678338,22.1
,Kansas,20,Diseases of the respiratory system,J00-J98,Unspecified acute lower respiratory infection,J22,10,2678338,0.4 (Unreliable)
,Kansas,20,Diseases of the respiratory system,J00-J98,Unspecified chronic bronchitis,J42,10,2678338,0.4 (Unreliable)
,Kansas,20,Diseases of the respiratory system,J00-J98,"Emphysema, unspecified",J43.9,165,2678338,6.2
