JCAT	Piece	Name	LaunchDate	LState	Owner	OwnState	UNState	Mass	Class	Category	TF	Perigee	Apogee	Inc	OpOrbit
S46128	2020-057M	Starlink 1622	2020 Aug 18 1431:00	US	SPXS	US	US	     260.000 	B	COM	-	     280	     353	 53.00 	LLEO/I
S46129	2020-057N	Starlink 1623	2020 Aug 18 1431:00	US	SPXS	US	US	     260.000 	B	COM	-	     290	     356	 53.00 	LLEO/I
S46130	2020-057P	Starlink 1624	2020 Aug 18 1431:00	US	SPXS	US	US	     260.000 	B	COM	-	     291	     354	 53.00 	LLEO/I
S46131	2020-057Q	Starlink 1625	2020 Aug 18 1431:00	US	SPXS	US	US	     260.000 	B	COM	-	     279	     353	 53.00 	LLEO/I
S46136	2020-057V	Starlink 1643	2020 Aug 18 1431:00	US	SPXS	US	US	     260.000 	B	COM	-	     289	     357	 53.00 	LLEO/I
S46137	2020-057W	Starlink 1586	2020 Aug 18 1431:00	US	SPXS	US	US	     260.000 	B	COM	-	     278	     353	 53.00 	LLEO/I
S46141	2020-057AA	Starlink 1596	2020 Aug 18 1431:00	US	SPXS	US	US	     260.000 	B	COM	-	     289	     357	 53.00 	LLEO/I
S46142	2020-057AB	Starlink 1597	2020 Aug 18 1431:00	US	SPXS	US	US	     260.000 	B	COM	-	     287	     355	 53.00 	LLEO/I
S46144	2020-057AD	Starlink 1606	2020 Aug 18 1431:00	US	SPXS	US	US	     260.000 	B	COM	-	     278	     353	 53.00 	LLEO/I
S46146	2020-057AF	Starlink 1608	2020 Aug 18 1431:00	US	SPXS	US	US	     260.000 	B	COM	-	     287	     355	 53.00 	LLEO/I
S46150	2020-057AK	Starlink 1629	2020 Aug 18 1431:00	US	SPXS	US	US	     260.000 	B	COM	-	     287	     356	 53.00 	LLEO/I
S46153	2020-057AN	Starlink 1636	2020 Aug 18 1431:00	US	SPXS	US	US	     260.000 	B	COM	-	     250	     344	 53.00 	LLEO/I
S46154	2020-057AP	Starlink 1642	2020 Aug 18 1431:00	US	SPXS	US	US	     260.000 	B	COM	-	     250	     344	 53.00 	LLEO/I
S46155	2020-057AQ	Starlink 1667	2020 Aug 18 1431:00	US	SPXS	US	US	     260.000 	B	COM	-	     277	     352	 53.00 	LLEO/I
S46156	2020-057AR	Starlink 1545	2020 Aug 18 1431:00	US	SPXS	US	US	     260.000 	B	COM	-	     279	     353	 53.00 	LLEO/I
S46157	2020-057AS	Starlink 1587	2020 Aug 18 1431:00	US	SPXS	US	US	     260.000 	B	COM	-	     277	     352	 53.00 	LLEO/I
S46159	2020-057AU	Starlink 1595	2020 Aug 18 1431:00	US	SPXS	US	US	     260.000 	B	COM	-	     289	     356	 53.00 	LLEO/I
S46160	2020-057AV	Starlink 1598	2020 Aug 18 1431:00	US	SPXS	US	US	     260.000 	B	COM	-	     278	     353	 53.00 	LLEO/I
S46164	2020-057AZ	Starlink 1612	2020 Aug 18 1431:00	US	SPXS	US	US	     260.000 	B	COM	-	     278	     352	 53.00 	LLEO/I
S46167	2020-057BC	Starlink 1626	2020 Aug 18 1431:00	US	SPXS	US	US	     260.000 	B	COM	-	     288	     356	 53.00 	LLEO/I
S46168	2020-057BD	Starlink 1627	2020 Aug 18 1431:00	US	SPXS	US	US	     260.000 	B	COM	-	     290	     356	 53.00 	LLEO/I
S46169	2020-057BE	Starlink 1628	2020 Aug 18 1431:00	US	SPXS	US	US	     260.000 	B	COM	-	     288	     355	 53.00 	LLEO/I
S46171	2020-057BG	Starlink 1633	2020 Aug 18 1431:00	US	SPXS	US	US	     260.000 	B	COM	-	     280	     353	 53.00 	LLEO/I
S46172	2020-057BH	Starlink 1635	2020 Aug 18 1431:00	US	SPXS	US	US	     260.000 	B	COM	-	     278	     353	 53.00 	LLEO/I
S46173	2020-057BJ	Starlink 1640	2020 Aug 18 1431:00	US	SPXS	US	US	     260.000 	B	COM	-	     287	     355	 53.00 	LLEO/I
S46174	2020-057BK	Starlink 1641	2020 Aug 18 1431:00	US	SPXS	US	US	     260.000 	B	COM	-	     287	     355	 53.00 	LLEO/I
S46232	2020-058A	Gao Fen 9-05	2020 Aug 23 0227:04	CN	CNSAS	CN	CN	    1700.000 	D	IMG	-	     485	     505	 97.50 	LLEO/S
S46265	2020-059A	SAOCOM 1B	2020 Aug 30 2318:00	US	CONAE	AR	AR	    3050.000 	C	IMG-R	-	     605	     611	 97.88 	LEO/S
S46267	2020-059C	EG-1	2020 Aug 30 2318:00	US	ECHOAU	AU	AU	      11.000 	B	TECH	-	     598	     608	 97.88 	LEO/S
S46276	2020-061E	UPMSat-2	2020 Sep  3 0151:10	F	UPM	E	E	      45.000 	A	TECH	-	     517	     518	 97.46 	LLEO/S
S46277	2020-061F	NEMO-HD	2020 Sep  3 0151:10	F	SPSI	SI	SI	      65.000 	A	IMG	-	     516	     523	 97.47 	LLEO/S
S46278	2020-061G	Iris	2020 Sep  3 0151:10	F	GHG	CA	CA	      15.000 	B	EOSCI	-	     515	     518	 97.46 	LLEO/S
S46292	2020-061W	FSSCAT A	2020 Sep  3 0151:10	F	UPC	E	E	      10.000 	A	TECH	-	     534	     538	 97.52 	LLEO/S
S46293	2020-061X	FSSCAT B	2020 Sep  3 0151:10	F	UPC	E	E	      10.000 	A	TECH	-	     534	     537	 97.52 	LLEO/S
S46320	2020-061BA	NAPA 1	2020 Sep  3 0151:10	F	RTAF	T	[T]	      10.000 	D	IMG	-	     531	     535	 97.52 	LLEO/S
S46325	2020-062A	Starlink 1734	2020 Sep  3 1246:14	US	SPXS	US	US	     260.000 	B	COM	-	     201	     290	 53.00 	LLEO/I
S46326	2020-062B	Starlink 1654	2020 Sep  3 1246:14	US	SPXS	US	US	     260.000 	B	COM	-	     242	     334	 53.00 	LLEO/I
S46328	2020-062D	Starlink 1686	2020 Sep  3 1246:14	US	SPXS	US	US	     260.000 	B	COM	-	     242	     334	 53.00 	LLEO/I
S46329	2020-062E	Starlink 1695	2020 Sep  3 1246:14	US	SPXS	US	US	     260.000 	B	COM	-	     214	     328	 53.00 	LLEO/I
S46330	2020-062F	Starlink 1710	2020 Sep  3 1246:14	US	SPXS	US	US	     260.000 	B	COM	-	     237	     342	 53.00 	LLEO/I
S46331	2020-062G	Starlink 1719	2020 Sep  3 1246:14	US	SPXS	US	US	     260.000 	B	COM	-	     243	     334	 53.00 	LLEO/I
S46333	2020-062J	Starlink 1723	2020 Sep  3 1246:14	US	SPXS	US	US	     260.000 	B	COM	-	     244	     335	 53.00 	LLEO/I
S46335	2020-062L	Starlink 1727	2020 Sep  3 1246:14	US	SPXS	US	US	     260.000 	B	COM	-	     243	     334	 53.00 	LLEO/I
S46336	2020-062M	Starlink 1738	2020 Sep  3 1246:14	US	SPXS	US	US	     260.000 	B	COM	-	     207	     322	 53.00 	LLEO/I
S46337	2020-062N	Starlink 1750	2020 Sep  3 1246:14	US	SPXS	US	US	     260.000 	B	COM	-	     214	     329	 53.00 	LLEO/I
S46338	2020-062P	Starlink 1752	2020 Sep  3 1246:14	US	SPXS	US	US	     260.000 	B	COM	-	     244	     335	 53.00 	LLEO/I
S46340	2020-062R	Starlink 1759	2020 Sep  3 1246:14	US	SPXS	US	US	     260.000 	B	COM	-	     243	     334	 53.00 	LLEO/I
S46342	2020-062T	Starlink 1762	2020 Sep  3 1246:14	US	SPXS	US	US	     260.000 	B	COM	-	     243	     334	 53.00 	LLEO/I
S46343	2020-062U	Starlink 1764	2020 Sep  3 1246:14	US	SPXS	US	US	     260.000 	B	COM	-	     216	     326	 53.00 	LLEO/I
S46344	2020-062V	Starlink 1765	2020 Sep  3 1246:14	US	SPXS	US	US	     260.000 	B	COM	-	     214	     328	 53.00 	LLEO/I
S46345	2020-062W	Starlink 1767	2020 Sep  3 1246:14	US	SPXS	US	US	     260.000 	B	COM	-	     244	     335	 53.00 	LLEO/I
S46347	2020-062Y	Starlink 1547	2020 Sep  3 1246:14	US	SPXS	US	US	     260.000 	B	COM	-	     240	     334	 53.00 	LLEO/I
S46348	2020-062Z	Starlink 1553	2020 Sep  3 1246:14	US	SPXS	US	US	     260.000 	B	COM	-	     241	     334	 53.00 	LLEO/I
S46349	2020-062AA	Starlink 1575	2020 Sep  3 1246:14	US	SPXS	US	US	     260.000 	B	COM	-	     239	     334	 53.00 	LLEO/I
S46351	2020-062AC	Starlink 1646	2020 Sep  3 1246:14	US	SPXS	US	US	     260.000 	B	COM	-	     213	     329	 53.00 	LLEO/I
S46352	2020-062AD	Starlink 1653	2020 Sep  3 1246:14	US	SPXS	US	US	     260.000 	B	COM	-	     242	     334	 53.00 	LLEO/I
S46353	2020-062AE	Starlink 1656	2020 Sep  3 1246:14	US	SPXS	US	US	     260.000 	B	COM	-	     244	     335	 53.00 	LLEO/I
S46354	2020-062AF	Starlink 1657	2020 Sep  3 1246:14	US	SPXS	US	US	     260.000 	B	COM	-	     244	     335	 53.00 	LLEO/I
S46355	2020-062AG	Starlink 1661	2020 Sep  3 1246:14	US	SPXS	US	US	     260.000 	B	COM	-	     242	     334	 53.00 	LLEO/I
S46356	2020-062AH	Starlink 1665	2020 Sep  3 1246:14	US	SPXS	US	US	     260.000 	B	COM	-	     244	     334	 53.00 	LLEO/I
S46357	2020-062AJ	Starlink 1666	2020 Sep  3 1246:14	US	SPXS	US	US	     260.000 	B	COM	-	     240	     334	 53.00 	LLEO/I
S46359	2020-062AL	Starlink 1707	2020 Sep  3 1246:14	US	SPXS	US	US	     260.000 	B	COM	-	     240	     333	 53.00 	LLEO/I
S46360	2020-062AM	Starlink 1713	2020 Sep  3 1246:14	US	SPXS	US	US	     260.000 	B	COM	-	     213	     328	 53.00 	LLEO/I
S46362	2020-062AP	Starlink 1726	2020 Sep  3 1246:14	US	SPXS	US	US	     260.000 	B	COM	-	     214	     328	 53.00 	LLEO/I
S46366	2020-062AT	Starlink 1651	2020 Sep  3 1246:14	US	SPXS	US	US	     260.000 	B	COM	-	     241	     333	 53.00 	LLEO/I
S46375	2020-062BC	Starlink 1724	2020 Sep  3 1246:14	US	SPXS	US	US	     260.000 	B	COM	-	     241	     333	 53.00 	LLEO/I
S46376	2020-062BD	Starlink 1742	2020 Sep  3 1246:14	US	SPXS	US	US	     260.000 	B	COM	-	     241	     334	 53.00 	LLEO/I
S46382	2020-062BK	Starlink 1769	2020 Sep  3 1246:14	US	SPXS	US	US	     260.000 	B	COM	-	     214	     328	 53.00 	LLEO/I
S46383	2020-062BL	Starlink 1770	2020 Sep  3 1246:14	US	SPXS	US	US	     260.000 	B	COM	-	     240	     337	 53.00 	LLEO/I
S46384	2020-062BM	Starlink 1771	2020 Sep  3 1246:14	US	SPXS	US	US	     260.000 	B	COM	-	     211	     340	 53.00 	LLEO/I
S46396	2020-064A	Gao Fen 11-02	2020 Sep  7 0557:05	CN	ZLZB	CN	CN	    3000.000 	D	IMG	-	     247	     694	 97.33 	LLEO/S
S46454	2020-065A	Jilin-1 GaoFen 03B 01 xing	2020 Sep 15 0123	CN	CGSTL	CN	CN	      42.000 	B	IMG	-	     531	     547	 97.54 	LLEO/S
S46455	2020-065B	Jilin-1 GaoFen 03B 02 xing	2020 Sep 15 0123	CN	CGSTL	CN	CN	      42.000 	B	IMG	-	     530	     546	 97.53 	LLEO/S
S46456	2020-065C	Jilin-1 GaoFen 03B 03 xing	2020 Sep 15 0123	CN	CGSTL	CN	CN	      42.000 	B	IMG	-	     530	     546	 97.54 	LLEO/S
S46457	2020-065D	Jilin-1 GaoFen 03B 04 xing	2020 Sep 15 0123	CN	CGSTL	CN	CN	      42.000 	B	IMG	-	     530	     545	 97.54 	LLEO/S
S46458	2020-065E	Jilin-1 GaoFen 03B 05 xing	2020 Sep 15 0123	CN	CGSTL	CN	CN	      42.000 	B	IMG	-	     529	     546	 97.53 	LLEO/S
S46459	2020-065F	Jilin-1 GaoFen 03B 06 xing	2020 Sep 15 0123	CN	CGSTL	CN	CN	      42.000 	B	IMG	-	     529	     546	 97.54 	LLEO/S
S46460	2020-065G	Jilin-1 GaoFen 03C 01 xing	2020 Sep 15 0123	CN	CGSTL	CN	CN	      42.000 	B	IMG	-	     528	     546	 97.53 	LLEO/S
S46461	2020-065H	Jilin-1 GaoFen 03C 02 xing	2020 Sep 15 0123	CN	CGSTL	CN	CN	      42.000 	B	IMG	-	     528	     546	 97.54 	LLEO/S
S46462	2020-065J	Jilin-1 GaoFen 03C 03 xing	2020 Sep 15 0123	CN	CGSTL	CN	CN	      42.000 	B	IMG	-	     528	     546	 97.54 	LLEO/S
S46469	2020-066A	Hai Yang 2-03	2020 Sep 21 0540:04	CN	GYZ/CASC	CN	CN	    1500.000 	C	EOSCI	-	     930	     949	 66.00 	LEO/I
S46478	2020-067A	Huanjing Jianzai 02-01	2020 Sep 27 0323:04	CN	ZZWYZ	CN	CN	     510.000 	C	IMG	-	     602	     653	 97.98 	LEO/S
S46479	2020-067B	Huanjing Jianzai 02-02	2020 Sep 27 0323:04	CN	ZZWYZ	CN	CN	     510.000 	C	IMG	-	     598	     654	 97.98 	LEO/S
S46486	2020-068A	Gonets-M No. 27L	2020 Sep 28 1120:33	RU	GONETS	RU	RU	     225.000 	B	COM	-	    1486	    1506	 82.50 	LEO/I
S46487	2020-068B	Gonets-M No. 28L	2020 Sep 28 1120:33	RU	GONETS	RU	RU	     225.000 	B	COM	-	    1486	    1505	 82.50 	LEO/I
S46488	2020-068C	Gonets-M No. 29L	2020 Sep 28 1120:33	RU	GONETS	RU	RU	     225.000 	B	COM	-	    1484	    1504	 82.50 	LEO/I
S46493	2020-068H	Dekart	2020 Sep 28 1120:33	RU	MGU	RU	RU	       4.000 	A	SCI	-	     548	     567	 97.67 	LLEO/S
S46494	2020-068J	Norbi	2020 Sep 28 1120:33	RU	NOVSU	RU	RU	      10.000 	A	SCI	-	     552	     567	 97.67 	LLEO/S
S46495	2020-068K	SALSAT	2020 Sep 28 1120:33	RU	TUB	D	D	      12.000 	A	SIG	-	     546	     567	 97.67 	LLEO/S
S46496	2020-068L	ICEYE-X7	2020 Sep 28 1120:33	RU	ICEYE	FI	FI	      80.000 	B	IMG-R	-	     548	     567	 97.67 	LLEO/S
S46497	2020-068M	ICEYE-X6	2020 Sep 28 1120:33	RU	ICEYE	FI	FI	      80.000 	B	IMG-R	-	     545	     568	 97.67 	LLEO/S
S46504	2020-068U	NetSat 4	2020 Sep 28 1120:33	RU	ZFT	D	D	       4.000 	B	TECH	-	     544	     568	 97.67 	LLEO/S
S46505	2020-068V	NetSat 3	2020 Sep 28 1120:33	RU	ZFT	D	D	       4.000 	B	TECH	-	     544	     568	 97.67 	LLEO/S
S46506	2020-068W	NetSat 1	2020 Sep 28 1120:33	RU	ZFT	D	D	       4.000 	B	TECH	-	     544	     567	 97.67 	LLEO/S
S46507	2020-068X	NetSat 2	2020 Sep 28 1120:33	RU	ZFT	D	D	       4.000 	B	TECH	-	     544	     567	 97.67 	LLEO/S
S46533	2020-070B	Starlink 1648	2020 Oct  6 1129:34	US	SPXS	US	US	     260.000 	B	COM	-	     260	     275	 52.99 	LLEO/I
S46535	2020-070D	Starlink 1663	2020 Oct  6 1129:34	US	SPXS	US	US	     260.000 	B	COM	-	     258	     275	 52.99 	LLEO/I
S46537	2020-070F	Starlink 1672	2020 Oct  6 1129:34	US	SPXS	US	US	     260.000 	B	COM	-	     260	     275	 52.99 	LLEO/I
S46538	2020-070G	Starlink 1678	2020 Oct  6 1129:34	US	SPXS	US	US	     260.000 	B	COM	-	     260	     275	 52.99 	LLEO/I
S46541	2020-070K	Starlink 1687	2020 Oct  6 1129:34	US	SPXS	US	US	     260.000 	B	COM	-	     258	     274	 52.99 	LLEO/I
S46542	2020-070L	Starlink 1692	2020 Oct  6 1129:34	US	SPXS	US	US	     260.000 	B	COM	-	     260	     275	 52.99 	LLEO/I
S46549	2020-070T	Starlink 1700	2020 Oct  6 1129:34	US	SPXS	US	US	     260.000 	B	COM	-	     258	     275	 52.99 	LLEO/I
S46553	2020-070X	Starlink 1664	2020 Oct  6 1129:34	US	SPXS	US	US	     260.000 	B	COM	-	     259	     274	 52.99 	LLEO/I
S46556	2020-070AA	Starlink 1676	2020 Oct  6 1129:34	US	SPXS	US	US	     260.000 	B	COM	-	     298	     304	 52.99 	LLEO/I
S46557	2020-070AB	Starlink 1679	2020 Oct  6 1129:34	US	SPXS	US	US	     260.000 	B	COM	-	     258	     274	 52.99 	LLEO/I
S46558	2020-070AC	Starlink 1680	2020 Oct  6 1129:34	US	SPXS	US	US	     260.000 	B	COM	-	     258	     274	 52.99 	LLEO/I
S46559	2020-070AD	Starlink 1681	2020 Oct  6 1129:34	US	SPXS	US	US	     260.000 	B	COM	-	     258	     273	 52.99 	LLEO/I
S46562	2020-070AG	Starlink 1714	2020 Oct  6 1129:34	US	SPXS	US	US	     260.000 	B	COM	-	     258	     274	 52.99 	LLEO/I
S46563	2020-070AH	Starlink 1730	2020 Oct  6 1129:34	US	SPXS	US	US	     260.000 	B	COM	-	     258	     274	 52.99 	LLEO/I
S46564	2020-070AJ	Starlink 1733	2020 Oct  6 1129:34	US	SPXS	US	US	     260.000 	B	COM	-	     257	     273	 52.99 	LLEO/I
S46565	2020-070AK	Starlink 1735	2020 Oct  6 1129:34	US	SPXS	US	US	     260.000 	B	COM	-	     258	     274	 52.99 	LLEO/I
S46566	2020-070AL	Starlink 1740	2020 Oct  6 1129:34	US	SPXS	US	US	     260.000 	B	COM	-	     258	     273	 52.99 	LLEO/I
S46567	2020-070AM	Starlink 1741	2020 Oct  6 1129:34	US	SPXS	US	US	     260.000 	B	COM	-	     257	     272	 52.99 	LLEO/I
S46572	2020-070AS	Starlink 1531	2020 Oct  6 1129:34	US	SPXS	US	US	     260.000 	B	COM	-	     257	     272	 52.99 	LLEO/I
S46574	2020-070AU	Starlink 1660	2020 Oct  6 1129:34	US	SPXS	US	US	     260.000 	B	COM	-	     259	     274	 52.99 	LLEO/I
S46575	2020-070AV	Starlink 1675	2020 Oct  6 1129:34	US	SPXS	US	US	     260.000 	B	COM	-	     299	     300	 52.99 	LLEO/I
S46576	2020-070AW	Starlink 1677	2020 Oct  6 1129:34	US	SPXS	US	US	     260.000 	B	COM	-	     259	     274	 52.99 	LLEO/I
S46578	2020-070AY	Starlink 1683	2020 Oct  6 1129:34	US	SPXS	US	US	     260.000 	B	COM	-	     260	     275	 52.99 	LLEO/I
S46579	2020-070AZ	Starlink 1705	2020 Oct  6 1129:34	US	SPXS	US	US	     260.000 	B	COM	-	     257	     273	 52.99 	LLEO/I
S46581	2020-070BB	Starlink 1712	2020 Oct  6 1129:34	US	SPXS	US	US	     260.000 	B	COM	-	     258	     274	 52.99 	LLEO/I
S46582	2020-070BC	Starlink 1728	2020 Oct  6 1129:34	US	SPXS	US	US	     260.000 	B	COM	-	     258	     273	 52.99 	LLEO/I
S46585	2020-070BF	Starlink 1736	2020 Oct  6 1129:34	US	SPXS	US	US	     260.000 	B	COM	-	     258	     274	 52.99 	LLEO/I
S46588	2020-070BJ	Starlink 1746	2020 Oct  6 1129:34	US	SPXS	US	US	     260.000 	B	COM	-	     258	     273	 52.99 	LLEO/I
S46610	2020-071A	Gao Fen 13	2020 Oct 11 1657:04	CN	YWZB	CN	CN	    4600.000 	D	IMG	-	   35775	   35799	  1.98 	GEO/S
S46672	2020-073C	Starlink 1716	2020 Oct 18 1225:57	US	SPXS	US	US	     260.000 	B	COM	-	     314	     316	 53.05 	LLEO/I
S46674	2020-073E	Starlink 1718	2020 Oct 18 1225:57	US	SPXS	US	US	     260.000 	B	COM	-	     314	     316	 53.05 	LLEO/I
S46681	2020-073M	Starlink 1775	2020 Oct 18 1225:57	US	SPXS	US	US	     260.000 	B	COM	-	     315	     317	 53.05 	LLEO/I
S46685	2020-073R	Starlink 1781	2020 Oct 18 1225:57	US	SPXS	US	US	     260.000 	B	COM	-	     314	     317	 53.05 	LLEO/I
S46687	2020-073T	Starlink 1784	2020 Oct 18 1225:57	US	SPXS	US	US	     260.000 	B	COM	-	     314	     315	 53.05 	LLEO/I
S46689	2020-073V	Starlink 1788	2020 Oct 18 1225:57	US	SPXS	US	US	     260.000 	B	COM	-	     315	     317	 53.05 	LLEO/I
S46690	2020-073W	Starlink 1789	2020 Oct 18 1225:57	US	SPXS	US	US	     260.000 	B	COM	-	     314	     316	 53.05 	LLEO/I
S46691	2020-073X	Starlink 1790	2020 Oct 18 1225:57	US	SPXS	US	US	     260.000 	B	COM	-	     313	     317	 53.05 	LLEO/I
S46693	2020-073Z	Starlink 1792	2020 Oct 18 1225:57	US	SPXS	US	US	     260.000 	B	COM	-	     315	     316	 53.05 	LLEO/I
S46696	2020-073AC	Starlink 1795	2020 Oct 18 1225:57	US	SPXS	US	US	     260.000 	B	COM	-	     314	     315	 53.05 	LLEO/I
S46698	2020-073AE	Starlink 1797	2020 Oct 18 1225:57	US	SPXS	US	US	     260.000 	B	COM	-	     314	     316	 53.05 	LLEO/I
S46699	2020-073AF	Starlink 1799	2020 Oct 18 1225:57	US	SPXS	US	US	     260.000 	B	COM	-	     314	     316	 53.05 	LLEO/I
S46700	2020-073AG	Starlink 1800	2020 Oct 18 1225:57	US	SPXS	US	US	     260.000 	B	COM	-	     315	     317	 53.05 	LLEO/I
S46701	2020-073AH	Starlink 1801	2020 Oct 18 1225:57	US	SPXS	US	US	     260.000 	B	COM	-	     315	     316	 53.05 	LLEO/I
S46702	2020-073AJ	Starlink 1802	2020 Oct 18 1225:57	US	SPXS	US	US	     260.000 	B	COM	-	     314	     316	 53.05 	LLEO/I
S46705	2020-073AM	Starlink 1805	2020 Oct 18 1225:57	US	SPXS	US	US	     260.000 	B	COM	-	     315	     317	 53.05 	LLEO/I
S46706	2020-073AN	Starlink 1807	2020 Oct 18 1225:57	US	SPXS	US	US	     260.000 	B	COM	-	     314	     316	 53.05 	LLEO/I
S46709	2020-073AR	Starlink 1810	2020 Oct 18 1225:57	US	SPXS	US	US	     260.000 	B	COM	-	     315	     316	 53.05 	LLEO/I
S46712	2020-073AU	Starlink 1814	2020 Oct 18 1225:57	US	SPXS	US	US	     260.000 	B	COM	-	     314	     315	 53.05 	LLEO/I
S46713	2020-073AV	Starlink 1815	2020 Oct 18 1225:57	US	SPXS	US	US	     260.000 	B	COM	-	     314	     316	 53.05 	LLEO/I
S46714	2020-073AW	Starlink 1816	2020 Oct 18 1225:57	US	SPXS	US	US	     260.000 	B	COM	-	     314	     316	 53.05 	LLEO/I
S46715	2020-073AX	Starlink 1817	2020 Oct 18 1225:57	US	SPXS	US	US	     260.000 	B	COM	-	     315	     315	 53.05 	LLEO/I
S46717	2020-073AZ	Starlink 1820	2020 Oct 18 1225:57	US	SPXS	US	US	     260.000 	B	COM	-	     316	     316	 53.05 	LLEO/I
S46718	2020-073BA	Starlink 1821	2020 Oct 18 1225:57	US	SPXS	US	US	     260.000 	B	COM	-	     316	     317	 53.05 	LLEO/I
S46719	2020-073BB	Starlink 1822	2020 Oct 18 1225:57	US	SPXS	US	US	     260.000 	B	COM	-	     314	     316	 53.05 	LLEO/I
S46723	2020-073BF	Starlink 1826	2020 Oct 18 1225:57	US	SPXS	US	US	     260.000 	B	COM	-	     313	     317	 53.05 	LLEO/I
S46725	2020-073BH	Starlink 1828	2020 Oct 18 1225:57	US	SPXS	US	US	     260.000 	B	COM	-	     315	     317	 53.05 	LLEO/I
S46727	2020-073BK	Starlink 1830	2020 Oct 18 1225:57	US	SPXS	US	US	     260.000 	B	COM	-	     315	     315	 53.05 	LLEO/I
S46740	2020-074B	Starlink 1848	2020 Oct 24 1531:34	US	SPXS	US	US	     260.000 	B	COM	-	     256	     269	 53.05 	LLEO/I
S46743	2020-074E	Starlink 1892	2020 Oct 24 1531:34	US	SPXS	US	US	     260.000 	B	COM	-	     257	     269	 53.05 	LLEO/I
S46744	2020-074F	Starlink 1894	2020 Oct 24 1531:34	US	SPXS	US	US	     260.000 	B	COM	-	     256	     269	 53.05 	LLEO/I
S46746	2020-074H	Starlink 1905	2020 Oct 24 1531:34	US	SPXS	US	US	     260.000 	B	COM	-	     256	     269	 53.05 	LLEO/I
S46749	2020-074L	Starlink 1911	2020 Oct 24 1531:34	US	SPXS	US	US	     260.000 	B	COM	-	     257	     270	 53.05 	LLEO/I
S46753	2020-074Q	Starlink 1922	2020 Oct 24 1531:34	US	SPXS	US	US	     260.000 	B	COM	-	     256	     269	 53.05 	LLEO/I
S46758	2020-074V	Starlink 1928	2020 Oct 24 1531:34	US	SPXS	US	US	     260.000 	B	COM	-	     256	     269	 53.05 	LLEO/I
S46764	2020-074AB	Starlink 1903	2020 Oct 24 1531:34	US	SPXS	US	US	     260.000 	B	COM	-	     257	     270	 53.05 	LLEO/I
S46780	2020-074AT	Starlink 1832	2020 Oct 24 1531:34	US	SPXS	US	US	     260.000 	B	COM	-	     257	     270	 53.05 	LLEO/I
S46782	2020-074AV	Starlink 1835	2020 Oct 24 1531:34	US	SPXS	US	US	     260.000 	B	COM	-	     256	     270	 53.05 	LLEO/I
S46784	2020-074AX	Starlink 1882	2020 Oct 24 1531:34	US	SPXS	US	US	     260.000 	B	COM	-	     257	     270	 53.05 	LLEO/I
S46786	2020-074AZ	Starlink 1893	2020 Oct 24 1531:34	US	SPXS	US	US	     260.000 	B	COM	-	     256	     270	 53.05 	LLEO/I
S46790	2020-074BD	Starlink 1931	2020 Oct 24 1531:34	US	SPXS	US	US	     260.000 	B	COM	-	     257	     270	 53.05 	LLEO/I
S46792	2020-074BF	Starlink 1934	2020 Oct 24 1531:34	US	SPXS	US	US	     260.000 	B	COM	-	     256	     270	 53.05 	LLEO/I
S46794	2020-074BH	Starlink 1942	2020 Oct 24 1531:34	US	SPXS	US	US	     260.000 	B	COM	-	     257	     270	 53.05 	LLEO/I
S46796	2020-074BK	Starlink 1944	2020 Oct 24 1531:34	US	SPXS	US	US	     260.000 	B	COM	-	     256	     270	 53.05 	LLEO/I
S46805	2020-075A	Kosmos-2547	2020 Oct 25 1908	RU	VVKOV/IACG	RU	RU	     974.000 	D	NAV	-	   19103	   19146	 64.81 	MEO
S46807	2020-076A	Yaogan 30 hao 07 zu 01 xing	2020 Oct 26 1519:05	CN	ZLZB	CN	CN	     500.000 	D	SIG	-	     588	     604	 34.99 	LLEO/I
S46808	2020-076B	Yaogan 30 hao 07 zu 02 xing	2020 Oct 26 1519:05	CN	ZLZB	CN	CN	     500.000 	D	SIG	-	     588	     604	 34.99 	LLEO/I
S46809	2020-076C	Yaogan 30 hao 07 zu 03 xing	2020 Oct 26 1519:05	CN	ZLZB	CN	CN	     500.000 	D	SIG	-	     588	     604	 35.00 	LLEO/I
S46810	2020-076D	Tianqi Xingzuo 1-08	2020 Oct 26 1519:05	CN	GUOG	CN	CN	      40.000 	B	COM	-	     583	     603	 35.00 	LLEO/I
S46818	2020-077F	CE-SAT-IIB	2020 Oct 28 2121:27	NZ	CANON	J	J	      35.000 	B	IMG	-	     507	     523	 97.50 	LLEO/S
S46826	2020-078A	GPS III SV04	2020 Nov  5 2324:23	US	SMC	US	US	    4400.000 	D	NAV	-	   20178	   20186	 54.97 	MEO
S46905	2020-081A	EOS-01	2020 Nov  7 0941	IN	ISRO	IN	IN	     628.000 	C	IMG-R	-	     567	     577	 36.90 	LLEO/I
S46913	2020-081J	R2	2020 Nov  7 0941	IN	NANAV	LT	[LT]	       6.800 	B	TECH	-	     564	     576	 36.91 	LLEO/I
S46916	2020-082A	Tiantong-1 02 xing	2020 Nov 12 1559	CN	CAST	CN	CN	    5200.000 	C	COM	-	   35773	   35800	  5.46 	GEO/I
S46918	2020-083A	USA 310	2020 Nov 13 2232:00	US	NROC	US	US	    7000.000 	D	SIG?*	-	   11032	   11067	 58.53 	MEO
